Name,Preparation Method,Preparation Time (Minutes),Country,Category,Ingredients,Rating,Ingredient Count,Cost Price (EGP),Selling Price (EGP)
Hummus 606,Placeholder preparation instructions.,33,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,33,136
Harira 386,Placeholder preparation instructions.,93,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,34,51
Kunafa 660,Placeholder preparation instructions.,38,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,71,143
Mansaf 387,Placeholder preparation instructions.,114,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,72,97
Kunafa 578,Placeholder preparation instructions.,52,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,62,98
Fattoush 788,Placeholder preparation instructions.,90,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,31,122
Shakshuka 455,Placeholder preparation instructions.,81,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,27,52
Shakshuka 261,Placeholder preparation instructions.,106,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,38,92
Harira 188,Placeholder preparation instructions.,115,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,22,51
Molokhia 350,Placeholder preparation instructions.,44,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,42,104
Shakshuka 677,Placeholder preparation instructions.,92,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,29,78
Biryani 903,Placeholder preparation instructions.,73,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,27,57
Shakshuka 951,Placeholder preparation instructions.,61,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,39,82
Biryani 939,Placeholder preparation instructions.,76,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,68,110
Shakshuka 471,Placeholder preparation instructions.,22,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,54,73
Molokhia 256,Placeholder preparation instructions.,60,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,71,140
Biryani 190,Placeholder preparation instructions.,92,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,75,52
Hummus 923,Placeholder preparation instructions.,73,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,48,144
Biryani 244,Placeholder preparation instructions.,112,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,35,80
Biryani 596,Placeholder preparation instructions.,57,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,51,134
Baklava 516,Placeholder preparation instructions.,28,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,70,162
Shakshuka 710,Placeholder preparation instructions.,71,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,44,72
Molokhia 760,Placeholder preparation instructions.,92,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,80,124
Shakshuka 442,Placeholder preparation instructions.,77,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,53,95
Harira 600,Placeholder preparation instructions.,86,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,46,57
Molokhia 557,Placeholder preparation instructions.,61,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,23,91
Tabbouleh 491,Placeholder preparation instructions.,118,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,68,90
Biryani 955,Placeholder preparation instructions.,87,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,70,98
Kunafa 822,Placeholder preparation instructions.,41,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,107,88
Harira 476,Placeholder preparation instructions.,57,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,22,71
